COPY-LOB	0
COPY-SAX-ATTRIBUTES	0
COPY-TEMP-TABLE	0
COUNT	0
COUNT-OF	0
CPCASE	0
CPCOLL	0
CPINTERNAL	0
CPLOG	0
CPPRINT	0
CPRCODEIN	0
CPRCODEOUT	0
CPSTREAM	0
CPTERM	0
CRC-VALUE	0
CREATE	0
CREATE-LIKE	0
CREATE-LIKE-SEQUENTIAL	0
CREATE-NODE-NAMESPACE	0
CREATE-RESULT-LIST-ENTRY	0
CREATE-TEST-FILE	0
CURRENT	0
CURRENT_DATE	0
CURRENT-CHANGED	0
CURRENT-COLUMN	0
CURRENT-ENVIRONMENT	0
CURRENT-ITERATION	0
CURRENT-LANGUAGE	0
CURRENT-QUERY	0
CURRENT-REQUEST-INFO	0
CURRENT-RESPONSE-INFO	0
CURRENT-RESULT-ROW	0
CURRENT-ROW-MODIFIED	0
CURRENT-VALUE	0
CURRENT-WINDOW	0
CURSOR	0
CURSOR-CHAR	0
CURSOR-LINE	0
CURSOR-OFFSET	0
DATABASE	0
DATA-BIND	0
DATA-ENTRY-RETURN	0
DATA-RELATION	0
DATASERVERS	0
DATASET	0
DATASET-HANDLE	0
DATA-SOURCE	0
DATA-SOURCE-COMPLETE-MAP	0
DATA-SOURCE-MODIFIED	0
DATA-SOURCE-ROWID	0
DATA-TYPE	0
DATE	0
DATE-FORMAT	0
DAY	0
DBCODEPAGE	0
DBCOLLATION	0
DBNAME	0
DBPARAM	0
DB-CONTEXT	0
DB-REFERENCES	0
DBRESTRICTIONS	0
DBTASKID	0
DBTYPE	0
DBVERSION	0
DCOLOR	0
DDE	0
DDE-ERROR	0
DDE-ID	0
DDE-ITEM	0
DDE-NAME	0
DDE-TOPIC	0
DEBLANK	0
DEBUG	0
DEBUG-ALERT	0
DEBUGGER	0
DEBUG-LIST	0
DECIMAL	0
DECIMALS	0
DECLARE	0
DECLARE-NAMESPACE	0
DECRYPT	0
DEFAULT	0
DEFAULT-BUFFER-HANDLE	0
DEFAULT-BUTTON	0
DEFAULT-COMMIT	0
DEFAULT-EXTENSION	0
DEFAULT-NOXLATE	0
DEFAULT-VALUE	0
DEFAULT-WINDOW	0
DEFINE	0
DEFINED	0
DEFINE-USER-EVENT-MANAGER	0
DELEGATE	0
DELETE	0
DELETE-CHAR	0
DELETE-CURRENT-ROW	0
DELETE-LINE	0
DELETE-RESULT-LIST-ENTRY	0
DELETE-SELECTED-ROW	0
DELETE-SELECTED-ROWS	0
DELIMITER	0
DESC	0
DESCENDING	0
DESELECT-FOCUSED-ROW	0
DESELECTION	0
DESELECT-ROWS	0
DESELECT-SELECTED-ROW	0
DESTRUCTOR	0
DIALOG-BOX	0
DICTIONARY	0
DIR	0
DISABLE	0
DISABLE-AUTO-ZAP	0
DISABLED	0
DISABLE-DUMP-TRIGGERS	0
DISABLE-LOAD-TRIGGERS	0
DISCONNECT	0
DISP	0
DISPLAY	0
DISPLAY-MESSAGE	0
DISPLAY-TYPE	0
DISTINCT	0
DO	0
DOMAIN-DESCRIPTION	0
DOMAIN-NAME	0
DOMAIN-TYPE	0
DOS	0
DOUBLE	0
DOWN	0
DRAG-ENABLED	0
DROP	0
DROP-DOWN	0
DROP-DOWN-LIST	0
DROP-FILE-NOTIFY	0
DROP-TARGET	0
ds-close-cursor	0
DSLOG-MANAGER	0
DUMP	0
DYNAMIC	0
DYNAMIC-FUNCTION	0
DYNAMIC-INVOKE	0
EACH	0
ECHO	0
EDGE-CHARS	0
EDGE-PIXELS	0
EDIT-CAN-PASTE	0
EDIT-CAN-UNDO	0
EDIT-CLEAR	0
EDIT-COPY	0
EDIT-CUT	0
EDITING	0
EDITOR	0
EDIT-PASTE	0
EDIT-UNDO	0
ELSE	0
EMPTY	0
EMPTY-TEMP-TABLE	0
ENABLE	0
ENABLED-FIELDS	0
ENCODE	0
ENCRYPT	0
ENCRYPT-AUDIT-MAC-KEY	0
ENCRYPTION-SALT	0
END	0
END-DOCUMENT	0
END-ELEMENT	0
END-EVENT-GROUP	0
END-FILE-DROP	0
ENDKEY	0
END-KEY	0
END-MOVE	0
END-RESIZE	0
END-ROW-RESIZE	0
END-USER-PROMPT	0
ENTERED	0
ENTRY	0
EQ	0
ERROR	0
ERROR-COLUMN	0
ERROR-ROW	0
ERROR-STACK-TRACE	0
ERROR-STATUS	0
ESCAPE	0
ETIME	0
EVENT	0
EVENT-GROUP-ID	0
EVENT-PROCEDURE	0
EVENT-PROCEDURE-CONTEXT	0
EVENTS	0
EVENT-TYPE	0
EXCEPT	0
EXCLUSIVE-ID	0
EXCLUSIVE-LOCK	0
EXCLUSIVE-WEB-USER	0
EXECUTE	0
EXISTS	0
EXP	0
EXPAND	0
EXPANDABLE	0
EXPLICIT	0
EXPORT	0
EXPORT-PRINCIPAL	0
EXTENDED	0
EXTENT	0
EXTERNAL	0
FALSE	0
FETCH	0
FETCH-SELECTED-ROW	0
FGCOLOR	0
FIELD	0
FIELDS	0
FILE	0
FILE-CREATE-DATE	0
FILE-CREATE-TIME	0
FILE-INFORMATION	0
FILE-MOD-DATE	0
FILE-MOD-TIME	0
FILENAME	0
FILE-NAME	0
FILE-OFFSET	0
FILE-SIZE	0
FILE-TYPE	0
FILL	0
FILLED	0
FILL-IN	0
FILTERS	0
FINAL	0
FINALLY	0
FIND	0
FIND-BY-ROWID	0
FIND-CASE-SENSITIVE	0
FIND-CURRENT	0
FINDER	0
FIND-FIRST	0
FIND-GLOBAL	0
FIND-LAST	0
FIND-NEXT-OCCURRENCE	0
FIND-PREV-OCCURRENCE	0
FIND-SELECT	0
FIND-UNIQUE	0
FIND-WRAP-AROUND	0
FIRST	0
FIRST-ASYNCH-REQUEST	0
FIRST-CHILD	0
FIRST-COLUMN	0
FIRST-FORM	0
FIRST-OBJECT	0
FIRST-OF	0
FIRST-PROCEDURE	0
FIRST-SERVER	0
FIRST-TAB-ITEM	0
FIT-LAST-COLUMN	0
FIXED-ONLY	0
FLAT-BUTTON	0
FLOAT	0
FOCUS	0
FOCUSED-ROW	0
FOCUSED-ROW-SELECTED	0
FONT	0
FONT-TABLE	0
FOR	0
FORCE-FILE	0
FOREGROUND	0
FORM	0
FORMAT	0
FORMATTED	0
FORM-LONG-INPUT	0
FORWARD	0
FORWARDS	0
FRAGMENT	0
FRAME	0
FRAME-COL	0
FRAME-DB	0
FRAME-DOWN	0
FRAME-FIELD	0
FRAME-FILE	0
FRAME-INDEX	0
FRAME-LINE	0
FRAME-NAME	0
FRAME-ROW	0
FRAME-SPACING	0
FRAME-VALUE	0
FRAME-X	0
FRAME-Y	0
FREQUENCY	0
FROM	0
FROM-CHARS	0
FROM-CURRENT	0
FROM-PIXELS	0
FULL-HEIGHT-CHARS	0
FULL-HEIGHT-PIXELS	0
FULL-PATHNAME	0
FULL-WIDTH-CHARS	0
FULL-WIDTH-PIXELS	0
FUNCTION	0
FUNCTION-CALL-TYPE	0
GATEWAYS	0
GE	0
GENERATE-MD5	0
GENERATE-PBE-KEY	0
GENERATE-PBE-SALT	0
GENERATE-RANDOM-KEY	0
GENERATE-UUID	0
GET	0
GET-ATTR-CALL-TYPE	0
GET-ATTRIBUTE-NODE	0
GET-BINARY-DATA	0
GET-BLUE-VALUE	0
GET-BROWSE-COLUMN	0
GET-BUFFER-HANDLE	0
GETBYTE	0
GET-BYTE	0
GET-CALLBACK-PROC-CONTEXT	0
GET-CALLBACK-PROC-NAME	0
GET-CGI-LIST	0
GET-CGI-LONG-VALUE	0
GET-CGI-VALUE	0
GET-CODEPAGES	0
GET-COLLATIONS	0
GET-CONFIG-VALUE	0
GET-CURRENT	0
GET-DOUBLE	0
GET-DROPPED-FILE	0
GET-DYNAMIC	0
GET-ERROR-COLUMN	0
GET-ERROR-ROW	0
GET-FILE	0
GET-FILE-NAME	0
GET-FILE-OFFSET	0
GET-FIRST	0
GET-FLOAT	0
GET-GREEN-VALUE	0
GET-INDEX-BY-NAMESPACE-NAME	0
GET-INDEX-BY-QNAME	0
GET-INT64	0
GET-ITERATION	0
GET-KEY-VALUE	0
GET-LAST	0
GET-LOCALNAME-BY-INDEX	0
GET-LONG	0
GET-MESSAGE	0
GET-NEXT	0
GET-NUMBER	0
GET-POINTER-VALUE	0
GET-PREV	0
GET-PRINTERS	0
GET-PROPERTY	0
GET-QNAME-BY-INDEX	0
GET-RED-VALUE	0
GET-REPOSITIONED-ROW	0
GET-RGB-VALUE	0
GET-SELECTED-WIDGET	0
GET-SHORT	0
GET-SIGNATURE	0
GET-SIZE	0
GET-STRING	0
GET-TAB-ITEM	0
GET-TEXT-HEIGHT-CHARS	0
GET-TEXT-HEIGHT-PIXELS	0
GET-TEXT-WIDTH-CHARS	0
GET-TEXT-WIDTH-PIXELS	0
GET-TYPE-BY-INDEX	0
GET-TYPE-BY-NAMESPACE-NAME	0
GET-TYPE-BY-QNAME	0
GET-UNSIGNED-LONG	0
GET-UNSIGNED-SHORT	0
GET-URI-BY-INDEX	0
GET-VALUE-BY-INDEX	0
GET-VALUE-BY-NAMESPACE-NAME	0
GET-VALUE-BY-QNAME	0
GET-WAIT-STATE	0
GLOBAL	0
GO-ON	0
GO-PENDING	0
GRANT	0
GRAPHIC-EDGE	0
GRID-FACTOR-HORIZONTAL	0
GRID-FACTOR-VERTICAL	0
GRID-SNAP	0
GRID-UNIT-HEIGHT-CHARS	0
GRID-UNIT-HEIGHT-PIXELS	0
GRID-UNIT-WIDTH-CHARS	0
GRID-UNIT-WIDTH-PIXELS	0
GRID-VISIBLE	0
GROUP	0
GT	0
GUID	0
HANDLE	0
HANDLER	0
HAS-RECORDS	0
HAVING	0
HEADER	0
HEIGHT-CHARS	0
HEIGHT-PIXELS	0
HELP	0
HEX-DECODE	0
HEX-ENCODE	0
HIDDEN	0
HIDE	0
HORIZONTAL	0
HOST-BYTE-ORDER	0
HTML-CHARSET	0
HTML-END-OF-LINE	0
HTML-END-OF-PAGE	0
HTML-FRAME-BEGIN	0
HTML-FRAME-END	0
HTML-HEADER-BEGIN	0
HTML-HEADER-END	0
HTML-TITLE-BEGIN	0
HTML-TITLE-END	0
HWND	0
ICON	0
IF	0
IMAGE	0
IMAGE-DOWN	0
IMAGE-INSENSITIVE	0
IMAGE-SIZE	0
IMAGE-SIZE-CHARS	0
IMAGE-SIZE-PIXELS	0
IMAGE-UP	0
IMMEDIATE-DISPLAY	0
IMPLEMENTS	0
IMPORT	0
IMPORT-PRINCIPAL	0
IN	0
INCREMENT-EXCLUSIVE-ID	0
INDEX	0
INDEXED-REPOSITION	0
INDEX-HINT	0
INDEX-INFORMATION	0
INDICATOR	0
INFORMATION	0
IN-HANDLE	0
INHERIT-BGCOLOR	0
INHERIT-FGCOLOR	0
INHERITS	0
INITIAL	0
INITIAL-DIR	0
INITIAL-FILTER	0
INITIALIZE-DOCUMENT-TYPE	0
INITIATE	0
INNER-CHARS	0
INNER-LINES	0
INPUT	0
INPUT-OUTPUT	0
INPUT-VALUE	0
INSERT	0
INSERT-ATTRIBUTE	0
INSERT-BACKTAB	0
INSERT-FILE	0
INSERT-ROW	0
INSERT-STRING	0
INSERT-TAB	0
INT	0
INT64	0
INTEGER	0
INTERFACE	0
INTERNAL-ENTRIES	0
INTO	0
INVOKE	0
IS	0
IS-ATTR-SPACE	0
IS-CLASS	0
IS-JSON	0
IS-LEAD-BYTE	0
IS-OPEN	0
IS-PARAMETER-SET	0
IS-ROW-SELECTED	0
IS-SELECTED	0
IS-XML	0
ITEM	0
ITEMS-PER-ROW	0
JOIN	0
JOIN-BY-SQLDB	0
KBLABEL	0
KEEP-CONNECTION-OPEN	0
KEEP-FRAME-Z-ORDER	0
KEEP-MESSAGES	0
KEEP-SECURITY-CACHE	0
KEEP-TAB-ORDER	0
KEY	0
KEYCODE	0
KEY-CODE	0
KEYFUNCTION	0
KEY-FUNCTION	0
KEYLABEL	0
KEY-LABEL	0
KEYS	0
KEYWORD	0
KEYWORD-ALL	0
LABEL	0
LABEL-BGCOLOR	0
LABEL-DCOLOR	0
LABEL-FGCOLOR	0
LABEL-FONT	0
LABEL-PFCOLOR	0
LABELS	0
LANDSCAPE	0
LANGUAGES	0
LARGE	0
LARGE-TO-SMALL	0
LAST	0
LAST-ASYNCH-REQUEST	0
LAST-BATCH	0
LAST-CHILD	0
LAST-EVENT	0
LAST-FORM	0
LASTKEY	0
LAST-KEY	0
LAST-OBJECT	0
LAST-OF	0
LAST-PROCEDURE	0
LAST-SERVER	0
LAST-TAB-ITEM	0
LC	0
LDBNAME	0
LE	0
LEAVE	0
LEFT-ALIGNED	0
LEFT-TRIM	0
LENGTH	0
LIBRARY	0
LIKE	0
LIKE-SEQUENTIAL	0
LINE	0
LINE-COUNTER	0
LIST-EVENTS	0
LISTING	0
LIST-ITEM-PAIRS	0
LIST-ITEMS	0
LIST-PROPERTY-NAMES	0
LIST-QUERY-ATTRS	0
LIST-SET-ATTRS	0
LIST-WIDGETS	0
LITERAL-QUESTION	0
LITTLE-ENDIAN	0
LOAD	0
LOAD-DOMAINS	0
LOAD-ICON	0
LOAD-IMAGE	0
LOAD-IMAGE-DOWN	0
LOAD-IMAGE-INSENSITIVE	0
LOAD-IMAGE-UP	0
LOAD-MOUSE-POINTER	0
LOAD-PICTURE	0
LOAD-SMALL-ICON	0
LOCAL-NAME	0
LOCAL-VERSION-INFO	0
LOCATOR-COLUMN-NUMBER	0
LOCATOR-LINE-NUMBER	0
LOCATOR-PUBLIC-ID	0
LOCATOR-SYSTEM-ID	0
LOCATOR-TYPE	0
LOCKED	0
LOCK-REGISTRATION	0
LOG	0
LOG-AUDIT-EVENT	0
LOGICAL	0
LOGIN-EXPIRATION-TIMESTAMP	0
LOGIN-HOST	0
LOGIN-STATE	0
LOG-MANAGER	0
LOGOUT	0
LOOKAHEAD	0
LOOKUP	0
LT	0
MACHINE-CLASS	0
MANDATORY	0
MANUAL-HIGHLIGHT	0
MAP	0
MARGIN-EXTRA	0
MARGIN-HEIGHT-CHARS	0
MARGIN-HEIGHT-PIXELS	0
MARGIN-WIDTH-CHARS	0
MARGIN-WIDTH-PIXELS	0
MARK-NEW	0
MARK-ROW-STATE	0
MATCHES	0
MAX	0
MAX-BUTTON	0
MAX-CHARS	0
MAX-DATA-GUESS	0
MAX-HEIGHT	0
MAX-HEIGHT-CHARS	0
MAX-HEIGHT-PIXELS	0
MAXIMIZE	0
MAXIMUM	0
MAXIMUM-LEVEL	0
MAX-ROWS	0
MAX-SIZE	0
MAX-VALUE	0
MAX-WIDTH	0
MAX-WIDTH-CHARS	0
MAX-WIDTH-PIXELS	0
MD5-DIGEST	0
MEMBER	0
MEMPTR-TO-NODE-VALUE	0
MENU	0
MENUBAR	0
MENU-BAR	0
MENU-ITEM	0
MENU-KEY	0
MENU-MOUSE	0
MERGE-BY-FIELD	0
MESSAGE	0
MESSAGE-AREA	0
MESSAGE-AREA-FONT	0
MESSAGE-LINES	0
METHOD	0
MIN	0
MIN-BUTTON	0
MIN-COLUMN-WIDTH-CHARS	0
MIN-COLUMN-WIDTH-PIXELS	0
MIN-HEIGHT-CHARS	0
MIN-HEIGHT-PIXELS	0
MINIMUM	0
MIN-SIZE	0
MIN-VALUE	0
MIN-WIDTH-CHARS	0
MIN-WIDTH-PIXELS	0
MODIFIED	0
MODULO	0
MONTH	0
MOUSE	0
MOUSE-POINTER	0
MOVABLE	0
MOVE-AFTER-TAB-ITEM	0
MOVE-BEFORE-TAB-ITEM	0
MOVE-COLUMN	0
MOVE-TO-BOTTOM	0
MOVE-TO-EOF	0
MOVE-TO-TOP	0
MPE	0
MTIME	0
MULTI-COMPILE	0
MULTIPLE	0
MULTIPLE-KEY	0
MULTITASKING-INTERVAL	0
MUST-EXIST	0
NAME	0
NAMESPACE-PREFIX	0
NAMESPACE-URI	0
NATIVE	0
NE	0
NEEDS-APPSERVER-PROMPT	0
NEEDS-PROMPT	0
NEW	0
NEW-INSTANCE	0
NEW-ROW	0
NEXT	0
NEXT-COLUMN	0
NEXT-PROMPT	0
NEXT-ROWID	0
NEXT-SIBLING	0
NEXT-TAB-ITEM	0
NEXT-VALUE	0
NO	0
NO-APPLY	0
NO-ARRAY-MESSAGE	0
NO-ASSIGN	0
NO-ATTR-LIST	0
NO-ATTR-SPACE	0
NO-AUTO-VALIDATE	0
NO-BIND-WHERE	0
NO-BOX	0
NO-CONSOLE	0
NO-CONVERT	0
NO-CONVERT-3D-COLORS	0
NO-CURRENT-VALUE	0
NO-DEBUG	0
NODE-VALUE-TO-MEMPTR	0
NO-DRAG	0
NO-ECHO	0
NO-EMPTY-SPACE	0
NO-ERROR	0
NO-FILL	0
NO-FOCUS	0
NO-HELP	0
NO-HIDE	0
NO-INDEX-HINT	0
NO-INHERIT-BGCOLOR	0
NO-INHERIT-FGCOLOR	0
NO-JOIN-BY-SQLDB	0
NO-LABELS	0
NO-LOBS	0
NO-LOCK	0
NO-LOOKAHEAD	0
NO-MAP	0
NO-MESSAGE	0
NONAMESPACE-SCHEMA-LOCATION	0
NONE	0
NO-PAUSE	0
NO-PREFETCH	0
NORMALIZE	0
NO-ROW-MARKERS	0
NO-SCROLLBAR-VERTICAL	0
NO-SEPARATE-CONNECTION	0
NO-SEPARATORS	0
NOT	0
NO-TAB-STOP	0
NOT-ACTIVE	0
NO-UNDERLINE	0
NO-UNDO	0
NO-VALIDATE	0
NOW	0
NO-WAIT	0
NO-WORD-WRAP	0
NULL	0
NUM-ALIASES	0
NUM-BUFFERS	0
NUM-BUTTONS	0
NUM-COLUMNS	0
NUM-COPIES	0
NUM-DBS	0
NUM-DROPPED-FILES	0
NUM-ENTRIES	0
NUMERIC	0
NUMERIC-FORMAT	0
NUM-FIELDS	0
NUM-FORMATS	0
NUM-ITEMS	0
NUM-ITERATIONS	0
NUM-LINES	0
NUM-LOCKED-COLUMNS	0
NUM-MESSAGES	0
NUM-PARAMETERS	0
NUM-REFERENCES	0
NUM-REPLACED	0
NUM-RESULTS	0
NUM-SELECTED-ROWS	0
NUM-SELECTED-WIDGETS	0
NUM-TABS	0
NUM-TO-RETAIN	0
NUM-VISIBLE-COLUMNS	0
OCTET-LENGTH	0
OF	0
OFF	0
OK	0
OK-CANCEL	0
OLD	0
ON	0
ON-FRAME-BORDER	0
OPEN	0
OPSYS	0
OPTION	0
OR	0
ORDERED-JOIN	0
ORDINAL	0
OS-APPEND	0
OS-COMMAND	0
OS-COPY	0
OS-CREATE-DIR	0
OS-DELETE	0
OS-DIR	0
OS-DRIVES	0
OS-ERROR	0
OS-GETENV	0
OS-RENAME	0
OTHERWISE	0
OUTPUT	0
OVERLAY	0
OVERRIDE	0
OWNER	0
PAGE	0
PAGE-BOTTOM	0
PAGED	0
PAGE-NUMBER	0
PAGE-SIZE	0
PAGE-TOP	0
PAGE-WIDTH	0
PARAMETER	0
PARENT	0
PARSE-STATUS	0
PARTIAL-KEY	0
PASCAL	0
PASSWORD-FIELD	0
PATHNAME	0
PAUSE	0
PBE-HASH-ALGORITHM	0
PBE-KEY-ROUNDS	0
PDBNAME	0
PERSISTENT	0
PERSISTENT-CACHE-DISABLED	0
PFCOLOR	0
PIXELS	0
PIXELS-PER-COLUMN	0
PIXELS-PER-ROW	0
POPUP-MENU	0
POPUP-ONLY	0
PORTRAIT	0
POSITION	0
PRECISION	0
PREFER-DATASET	0
PREPARED	0
PREPARE-STRING	0
PREPROCESS	0
PRESELECT	0
PREV	0
PREV-COLUMN	0
PREV-SIBLING	0
PREV-TAB-ITEM	0
PRIMARY	0
PRINTER	0
PRINTER-CONTROL-HANDLE	0
PRINTER-HDC	0
PRINTER-NAME	0
PRINTER-PORT	0
PRINTER-SETUP	0
PRIVATE	0
PRIVATE-DATA	0
PRIVILEGES	0
PROCEDURE	0
PROCEDURE-CALL-TYPE	0
PROCESS	0
PROC-HANDLE	0
PROC-STATUS	0
proc-text	0
proc-text-buffer	0
PROFILER	0
PROGRAM-NAME	0
PROGRESS	0
PROGRESS-SOURCE	0
PROMPT	0
PROMPT-FOR	0
PROMSGS	0
PROPATH	0
PROPERTY	0
PROTECTED	0
PROVERSION	0
PROXY	0
PROXY-PASSWORD	0
PROXY-USERID	0
PUBLIC	0
PUBLIC-ID	0
PUBLISH	0
PUBLISHED-EVENTS	0
PUT	0
PUTBYTE	0
PUT-BYTE	0
PUT-DOUBLE	0
PUT-FLOAT	0
PUT-INT64	0
PUT-KEY-VALUE	0
PUT-LONG	0
PUT-SHORT	0
PUT-STRING	0
PUT-UNSIGNED-LONG	0
QUERY	0
QUERY-CLOSE	0
QUERY-OFF-END	0
QUERY-OPEN	0
QUERY-PREPARE	0
QUERY-TUNING	0
QUESTION	0
QUIT	0
QUOTER	0
RADIO-BUTTONS	0
RADIO-SET	0
RANDOM	0
RAW	0
RAW-TRANSFER	0
RCODE-INFORMATION	0
READ-AVAILABLE	0
READ-EXACT-NUM	0
READ-FILE	0
READ-JSON	0
READ-ONLY	0
READ-XML	0
READKEY	0
REAL	0
RECID	0
RECORD-LENGTH	0
RECTANGLE	0
RECURSIVE	0
REFERENCE-ONLY	0
REFRESH	0
REFRESHABLE	0
REFRESH-AUDIT-POLICY	0
REGISTER-DOMAIN	0
RELEASE	0
REMOTE	0
REMOVE-EVENTS-PROCEDURE	0
REMOVE-SUPER-PROCEDURE	0
REPEAT	0
REPLACE	0
REPLACE-SELECTION-TEXT	0
REPOSITION	0
REPOSITION-BACKWARD	0
REPOSITION-FORWARD	0
REPOSITION-MODE	0
REPOSITION-TO-ROW	0
REPOSITION-TO-ROWID	0
REQUEST	0
REQUEST-INFO	0
RESET	0
RESIZABLE	0
RESIZE	0
RESPONSE-INFO	0
RESTART-ROW	0
RESTART-ROWID	0
RETAIN	0
RETAIN-SHAPE	0
RETRY	0
RETRY-CANCEL	0
RETURN	0
RETURN-INSERTED	0
RETURNS	0
RETURN-TO-START-DIR	0
RETURN-VALUE	0
RETURN-VALUE-DATA-TYPE	0
REVERSE-FROM	0
REVERT	0
REVOKE	0
RGB-VALUE	0
RIGHT-ALIGNED	0
RIGHT-TRIM	0
R-INDEX	0
ROLES	0
ROUND	0
ROUTINE-LEVEL	0
ROW	0
ROW-HEIGHT-CHARS	0
